date,nama_kabupaten_kota,produksi_padi
2019-11-01,KABUPATEN BANDUNG BARAT,7229
2019-11-01,KOTA TASIKMALAYA,1728
2019-11-01,KABUPATEN BOGOR,21442
2019-11-01,KABUPATEN PURWAKARTA,2484
2019-11-01,KABUPATEN INDRAMAYU,46775
2019-11-01,KABUPATEN SUBANG,101006
2019-11-01,KOTA BANJAR,571
2019-11-01,KABUPATEN MAJALENGKA,14468
2019-11-01,KOTA DEPOK,55
2019-11-01,KABUPATEN SUMEDANG,18646
2019-11-01,KOTA SUKABUMI,1333
2019-11-01,KABUPATEN CIAMIS,7984
2019-11-01,KABUPATEN KUNINGAN,3010
2019-11-01,KABUPATEN PANGANDARAN,0
2019-11-01,KABUPATEN CIANJUR,28379
2019-11-01,KOTA BANDUNG,591
2019-11-01,KABUPATEN TASIKMALAYA,29944
2019-11-01,KOTA CIREBON,11
2019-11-01,KABUPATEN BANDUNG,25884
2019-11-01,KOTA BEKASI,0
2019-11-01,KOTA BOGOR,9
2019-12-01,KOTA TASIKMALAYA,399
2019-12-01,KABUPATEN PURWAKARTA,856
2019-12-01,KOTA CIREBON,17
2019-12-01,KABUPATEN INDRAMAYU,17992
2019-12-01,KABUPATEN TASIKMALAYA,21031
2019-12-01,KABUPATEN SUBANG,44367
2019-12-01,KOTA BANDUNG,87
2019-12-01,KOTA BANJAR,364
2019-12-01,KABUPATEN BANDUNG BARAT,4702
2019-12-01,KABUPATEN GARUT,17036
2019-12-01,KOTA SUKABUMI,396
2019-12-01,KABUPATEN BANDUNG,11092
2019-12-01,KABUPATEN KUNINGAN,4944
2019-12-01,KABUPATEN CIANJUR,20006
2019-12-01,KOTA DEPOK,36
2019-12-01,KABUPATEN SUMEDANG,15517
2019-12-01,KABUPATEN SUKABUMI,11298
2019-12-01,KABUPATEN PANGANDARAN,0
2019-12-01,KABUPATEN CIREBON,4011
2019-12-01,KABUPATEN BEKASI,63995
2019-12-01,KOTA BEKASI,0
2019-12-01,KABUPATEN CIAMIS,2594
2019-12-01,KABUPATEN MAJALENGKA,9146
2019-12-01,KABUPATEN KARAWANG,158761
2019-12-01,KOTA BOGOR,31
2019-12-01,KABUPATEN BOGOR,14454
2019-12-01,KOTA CIMAHI,0
2020-01-01,KABUPATEN CIANJUR,15148
2020-01-01,KABUPATEN INDRAMAYU,7249
2020-01-01,KOTA BANJAR,365
2020-01-01,KOTA BANDUNG,0
2020-01-01,KABUPATEN SUBANG,23574
2020-01-01,KOTA SUKABUMI,1629
2020-01-01,KABUPATEN BANDUNG BARAT,11937
2020-01-01,KOTA BOGOR,47
2020-01-01,KABUPATEN PURWAKARTA,1998
2020-01-01,KABUPATEN PANGANDARAN,0
2020-01-01,KABUPATEN KARAWANG,73032
2020-01-01,KABUPATEN BANDUNG,7220
2020-01-01,KOTA CIREBON,113
2020-01-01,KABUPATEN GARUT,20942
2020-01-01,KABUPATEN SUMEDANG,14705
2020-01-01,KABUPATEN BOGOR,5828
2020-01-01,KABUPATEN TASIKMALAYA,16822
2020-01-01,KABUPATEN CIAMIS,3311
2020-01-01,KABUPATEN BEKASI,13977
2020-01-01,KABUPATEN SUKABUMI,16896
2020-01-01,KOTA BEKASI,0
2020-01-01,KABUPATEN KUNINGAN,9012
2020-01-01,KABUPATEN MAJALENGKA,7101
2020-01-01,KOTA TASIKMALAYA,401
2020-01-01,KOTA DEPOK,1
2020-01-01,KOTA CIMAHI,64
2020-01-01,KABUPATEN CIREBON,10357
2020-02-01,KABUPATEN KARAWANG,11452
2020-02-01,KABUPATEN KUNINGAN,14373
2020-02-01,KABUPATEN PURWAKARTA,1328
2020-02-01,KABUPATEN GARUT,18727
2020-02-01,KOTA BANJAR,616
2020-02-01,KABUPATEN SUBANG,13163
2020-02-01,KABUPATEN INDRAMAYU,3792
2020-02-01,KABUPATEN MAJALENGKA,2925
2020-02-01,KABUPATEN SUMEDANG,7042
2020-02-01,KABUPATEN TASIKMALAYA,7135
2020-02-01,KABUPATEN CIREBON,651
2020-02-01,KABUPATEN BEKASI,5315
2020-02-01,KABUPATEN BOGOR,9042
2020-02-01,KABUPATEN BANDUNG,23851
2020-02-01,KOTA CIMAHI,21
2020-02-01,KOTA DEPOK,124
2020-02-01,KOTA BEKASI,0
2020-02-01,KABUPATEN SUKABUMI,8959
2020-02-01,KOTA TASIKMALAYA,732
2020-02-01,KOTA CIREBON,12
2020-02-01,KOTA BANDUNG,122
2020-02-01,KOTA SUKABUMI,518
2020-02-01,KABUPATEN CIANJUR,25177
2020-02-01,KABUPATEN CIAMIS,480
2020-02-01,KOTA BOGOR,5
2020-02-01,KABUPATEN BANDUNG BARAT,7716
2020-02-01,KABUPATEN PANGANDARAN,0
2020-03-01,KOTA CIMAHI,0
2020-03-01,KABUPATEN KARAWANG,23349
2020-03-01,KABUPATEN KUNINGAN,36645
2020-03-01,KOTA DEPOK,0
2020-03-01,KABUPATEN CIREBON,2882
2020-03-01,KOTA BANJAR,0
2020-03-01,KOTA BEKASI,0
2020-03-01,KABUPATEN BANDUNG BARAT,14455
2020-03-01,KABUPATEN MAJALENGKA,78380
2020-03-01,KABUPATEN PURWAKARTA,6960
2020-03-01,KOTA CIREBON,0
2020-03-01,KABUPATEN PANGANDARAN,1050
2020-03-01,KOTA TASIKMALAYA,1428
2020-03-01,KABUPATEN BEKASI,25084
2020-03-01,KOTA BANDUNG,331
2020-03-01,KABUPATEN SUBANG,36083
2020-03-01,KOTA SUKABUMI,208
2020-03-01,KABUPATEN INDRAMAYU,27104
2020-03-01,KOTA BOGOR,0
2020-03-01,KABUPATEN SUMEDANG,33989
2020-03-01,KABUPATEN TASIKMALAYA,17205
2020-03-01,KABUPATEN GARUT,20246
2020-03-01,KABUPATEN BANDUNG,17612
2020-03-01,KABUPATEN BOGOR,22727
2020-03-01,KABUPATEN CIANJUR,48421
2020-03-01,KABUPATEN CIAMIS,1022
2020-03-01,KABUPATEN SUKABUMI,8654
2020-04-01,KABUPATEN GARUT,74370
2020-04-01,KABUPATEN CIREBON,101164
2020-04-01,KABUPATEN CIANJUR,174761
2020-04-01,KOTA BOGOR,5
2020-04-01,KOTA BEKASI,1190
2020-04-01,KABUPATEN INDRAMAYU,310093
2020-04-01,KABUPATEN MAJALENGKA,164372
2020-04-01,KOTA BANDUNG,1258
2020-04-01,KOTA SUKABUMI,2770
2020-04-01,KOTA CIREBON,173
2020-04-01,KABUPATEN SUKABUMI,135635
2020-04-01,KOTA TASIKMALAYA,8329
2020-04-01,KABUPATEN SUMEDANG,61804
2020-04-01,KABUPATEN TASIKMALAYA,77705
2020-04-01,KABUPATEN SUBANG,144172
2020-04-01,KABUPATEN CIAMIS,36545
2020-04-01,KOTA DEPOK,0
2020-04-01,KABUPATEN KARAWANG,71418
2020-04-01,KABUPATEN PANGANDARAN,32345
2020-04-01,KABUPATEN PURWAKARTA,43493
2020-04-01,KABUPATEN BANDUNG,40555
2020-04-01,KABUPATEN BEKASI,38910
2020-04-01,KOTA CIMAHI,80
2020-04-01,KABUPATEN KUNINGAN,63592
2020-04-01,KOTA BANJAR,3444
2020-04-01,KABUPATEN BANDUNG BARAT,35696
2020-04-01,KABUPATEN BOGOR,72249
2020-05-01,KABUPATEN SUBANG,136068
2020-05-01,KABUPATEN KARAWANG,113215
2020-05-01,KOTA SUKABUMI,1547
2020-05-01,KABUPATEN BEKASI,58577
2020-05-01,KABUPATEN GARUT,63614
2020-05-01,KABUPATEN INDRAMAYU,261638
2020-05-01,KOTA BOGOR,0
2020-05-01,KABUPATEN BANDUNG BARAT,13091
2020-05-01,KABUPATEN PURWAKARTA,23329
2020-05-01,KABUPATEN CIANJUR,55698
2020-05-01,KABUPATEN PANGANDARAN,33532
2020-05-01,KOTA TASIKMALAYA,6622
2020-05-01,KOTA BANDUNG,1142
2020-05-01,KABUPATEN SUMEDANG,27442
2020-05-01,KABUPATEN BANDUNG,50758
2020-05-01,KABUPATEN CIREBON,98217
2020-05-01,KOTA DEPOK,0
2020-05-01,KOTA BEKASI,0
2020-05-01,KABUPATEN KUNINGAN,27659
2020-05-01,KABUPATEN BOGOR,27769
2020-05-01,KOTA CIREBON,291
2020-05-01,KABUPATEN MAJALENGKA,37413
2020-05-01,KABUPATEN TASIKMALAYA,74574
2020-05-01,KABUPATEN SUKABUMI,88038
2020-05-01,KOTA BANJAR,8322
2020-05-01,KOTA CIMAHI,0
2020-05-01,KABUPATEN CIAMIS,66749
2020-06-01,KOTA TASIKMALAYA,1695
2020-06-01,KABUPATEN PANGANDARAN,7213
2020-06-01,KABUPATEN CIAMIS,30687
2020-06-01,KABUPATEN BANDUNG,12631
2020-06-01,KOTA DEPOK,0
2020-06-01,KABUPATEN BANDUNG BARAT,7456
2020-06-01,KABUPATEN KUNINGAN,9190
2020-06-01,KABUPATEN PURWAKARTA,2030
2020-06-01,KOTA CIMAHI,46
2020-06-01,KABUPATEN SUBANG,95817
2020-06-01,KOTA BANJAR,1695
2020-06-01,KABUPATEN BEKASI,70466
2020-06-01,KOTA BANDUNG,383
2020-06-01,KABUPATEN BOGOR,9840
2020-06-01,KABUPATEN CIANJUR,15418
2020-06-01,KABUPATEN KARAWANG,195874
2020-06-01,KABUPATEN SUMEDANG,10144
2020-06-01,KABUPATEN SUKABUMI,12743
2020-06-01,KOTA SUKABUMI,1393
2020-06-01,KABUPATEN MAJALENGKA,15257
2020-06-01,KABUPATEN GARUT,28522
2020-06-01,KABUPATEN TASIKMALAYA,21830
2020-06-01,KOTA CIREBON,84
2020-06-01,KABUPATEN INDRAMAYU,55932
2020-06-01,KABUPATEN CIREBON,37689
2020-06-01,KOTA BEKASI,146
2020-06-01,KOTA BOGOR,28
2020-07-01,KOTA DEPOK,16
2020-07-01,KOTA BOGOR,0
2020-07-01,KABUPATEN BOGOR,29542
2020-07-01,KABUPATEN BANDUNG BARAT,23852
2020-07-01,KOTA TASIKMALAYA,402
2020-07-01,KABUPATEN CIANJUR,62714
2020-07-01,KOTA CIREBON,2
2020-07-01,KOTA SUKABUMI,702
2020-07-01,KOTA CIMAHI,31
2020-07-01,KABUPATEN PANGANDARAN,2246
2020-07-01,KOTA BEKASI,2
2020-07-01,KABUPATEN SUKABUMI,25645
2020-07-01,KOTA BANDUNG,65
2020-07-01,KABUPATEN BEKASI,63032
2020-07-01,KABUPATEN GARUT,25691
2020-07-01,KABUPATEN PURWAKARTA,11244
2020-07-01,KABUPATEN KUNINGAN,23660
2020-07-01,KABUPATEN SUBANG,44925
2020-07-01,KOTA BANJAR,487
2020-07-01,KABUPATEN CIREBON,22617
2020-07-01,KABUPATEN CIAMIS,1873
2020-07-01,KABUPATEN SUMEDANG,34617
2020-07-01,KABUPATEN BANDUNG,6842
2020-07-01,KABUPATEN KARAWANG,162287
2020-07-01,KABUPATEN TASIKMALAYA,22451
2020-07-01,KABUPATEN MAJALENGKA,91766
2020-07-01,KABUPATEN INDRAMAYU,49645
2020-08-01,KABUPATEN SUBANG,91159
2020-08-01,KABUPATEN BOGOR,40861
2020-08-01,KABUPATEN SUMEDANG,49995
2020-08-01,KABUPATEN CIREBON,60126
2020-08-01,KABUPATEN CIANJUR,99740
2020-08-01,KABUPATEN BANDUNG BARAT,19337
2020-08-01,KABUPATEN GARUT,42122
2020-08-01,KABUPATEN MAJALENGKA,105669
2020-08-01,KOTA BANJAR,395
2020-08-01,KOTA BEKASI,498
2020-08-01,KABUPATEN TASIKMALAYA,46517
2020-08-01,KABUPATEN INDRAMAYU,123484
2020-08-01,KABUPATEN PANGANDARAN,2568
2020-08-01,KOTA SUKABUMI,1483
2020-08-01,KOTA BOGOR,7
2020-08-01,KOTA DEPOK,16
2020-08-01,KOTA CIMAHI,46
2020-08-01,KABUPATEN KARAWANG,15624
2020-08-01,KABUPATEN PURWAKARTA,36721
2020-08-01,KABUPATEN BANDUNG,25799
2020-08-01,KOTA CIREBON,177
2020-08-01,KOTA TASIKMALAYA,1004
2020-08-01,KABUPATEN KUNINGAN,45263
2020-08-01,KABUPATEN SUKABUMI,105238
2020-08-01,KABUPATEN CIAMIS,11133
2020-08-01,KABUPATEN BEKASI,15089
2020-08-01,KOTA BANDUNG,243
2020-09-01,KOTA SUKABUMI,1490
2020-09-01,KOTA BANDUNG,810
2020-09-01,KABUPATEN SUKABUMI,59302
2020-09-01,KOTA CIREBON,87
2020-09-01,KABUPATEN CIREBON,53130
2020-09-01,KABUPATEN SUMEDANG,20031
2020-09-01,KABUPATEN GARUT,56638
2020-09-01,KABUPATEN KARAWANG,47448
2020-09-01,KABUPATEN BOGOR,32853
2020-09-01,KABUPATEN INDRAMAYU,339787
2020-09-01,KOTA CIMAHI,33
2020-09-01,KOTA TASIKMALAYA,6637
2020-09-01,KABUPATEN CIAMIS,44805
2020-09-01,KABUPATEN PURWAKARTA,21616
2020-09-01,KABUPATEN BEKASI,25525
2020-09-01,KOTA BANJAR,6138
2020-09-01,KOTA BOGOR,12
2020-09-01,KABUPATEN BANDUNG,38736
2020-09-01,KABUPATEN BANDUNG BARAT,14602
2020-09-01,KOTA DEPOK,34
2020-09-01,KABUPATEN CIANJUR,61270
2020-09-01,KABUPATEN TASIKMALAYA,77796
2020-09-01,KABUPATEN SUBANG,65620
2020-09-01,KABUPATEN PANGANDARAN,53994
2020-09-01,KOTA BEKASI,697
2020-09-01,KABUPATEN KUNINGAN,23913
2020-09-01,KABUPATEN MAJALENGKA,26803
2020-10-01,KABUPATEN KUNINGAN,7422
2020-10-01,KOTA CIREBON,92
2020-10-01,KOTA DEPOK,0
2020-10-01,KABUPATEN TASIKMALAYA,38347
2020-10-01,KABUPATEN CIAMIS,66627
2020-10-01,KABUPATEN BOGOR,28421
2020-10-01,KABUPATEN CIREBON,80363
2020-10-01,KOTA CIMAHI,0
2020-10-01,KOTA BEKASI,188
2020-10-01,KOTA SUKABUMI,1983
2020-10-01,KABUPATEN PANGANDARAN,19905
2020-10-01,KOTA BANJAR,5441
2020-10-01,KABUPATEN CIANJUR,18898
2020-10-01,KABUPATEN BANDUNG,33443
2020-10-01,KABUPATEN BANDUNG BARAT,7542
2020-10-01,KABUPATEN BEKASI,44827
2020-10-01,KABUPATEN PURWAKARTA,4908
2020-10-01,KOTA BOGOR,30
2020-10-01,KABUPATEN SUMEDANG,8243
2020-10-01,KABUPATEN SUKABUMI,32496
2020-10-01,KABUPATEN GARUT,31458
2020-10-01,KOTA TASIKMALAYA,6760
2020-10-01,KABUPATEN SUBANG,119408
2020-10-01,KOTA BANDUNG,1358
2020-10-01,KABUPATEN KARAWANG,76123
2020-10-01,KABUPATEN MAJALENGKA,9842
2020-10-01,KABUPATEN INDRAMAYU,106404
2020-11-01,KABUPATEN CIANJUR,25979
2020-11-01,KABUPATEN TASIKMALAYA,19575
2020-11-01,KABUPATEN BEKASI,96751
2020-11-01,KABUPATEN BANDUNG BARAT,3439
2020-11-01,KABUPATEN CIAMIS,15087
2020-11-01,KABUPATEN PURWAKARTA,2933
2020-11-01,KABUPATEN KARAWANG,126058
2020-11-01,KOTA DEPOK,0
2020-11-01,KABUPATEN BANDUNG,14071
2020-11-01,KABUPATEN MAJALENGKA,14740
2020-11-01,KABUPATEN KUNINGAN,7733
2020-11-01,KOTA BANDUNG,818
2020-11-01,KABUPATEN GARUT,24623
2020-11-01,KABUPATEN CIREBON,26317
2020-11-01,KOTA SUKABUMI,482
2020-11-01,KOTA CIREBON,0
2020-11-01,KABUPATEN SUMEDANG,19148
2020-11-01,KOTA BANJAR,746
2020-11-01,KOTA TASIKMALAYA,1720
2020-11-01,KABUPATEN BOGOR,11731
2020-11-01,KOTA BOGOR,6
2020-11-01,KABUPATEN INDRAMAYU,70779
2020-11-01,KABUPATEN PANGANDARAN,2131
2020-11-01,KOTA BEKASI,3
2020-11-01,KABUPATEN SUBANG,132107
2020-11-01,KABUPATEN SUKABUMI,13938
2020-11-01,KOTA CIMAHI,83
2020-12-01,KOTA CIMAHI,33
2020-12-01,KOTA TASIKMALAYA,619
2020-12-01,KOTA BANJAR,724
2020-12-01,KOTA BEKASI,0
2020-12-01,KOTA DEPOK,0
2020-12-01,KABUPATEN SUKABUMI,13914
2020-12-01,KABUPATEN CIANJUR,19768
2020-12-01,KABUPATEN BANDUNG,5638
2020-12-01,KABUPATEN GARUT,17960
2020-12-01,KABUPATEN TASIKMALAYA,24402
2020-12-01,KABUPATEN CIAMIS,4473
2020-12-01,KABUPATEN KUNINGAN,8856
2020-12-01,KABUPATEN CIREBON,3567
2020-12-01,KABUPATEN MAJALENGKA,12067
2020-12-01,KABUPATEN SUMEDANG,20019
2020-12-01,KABUPATEN BOGOR,8110
2020-12-01,KABUPATEN SUBANG,68662
2020-12-01,KABUPATEN PURWAKARTA,3397
2020-12-01,KABUPATEN KARAWANG,171992
2020-12-01,KABUPATEN BEKASI,46550
2020-12-01,KABUPATEN BANDUNG BARAT,5518
2020-12-01,KABUPATEN PANGANDARAN,0
2020-12-01,KOTA BOGOR,12
2020-12-01,KOTA SUKABUMI,326
2020-12-01,KOTA BANDUNG,271
2020-12-01,KOTA CIREBON,0
2020-12-01,KABUPATEN INDRAMAYU,7404
2021-01-01,KABUPATEN GARUT,25598
2021-01-01,KOTA CIREBON,0
2021-01-01,KABUPATEN KARAWANG,141115
2021-01-01,KOTA BANDUNG,190
2021-01-01,KABUPATEN BEKASI,13865
2021-01-01,KOTA BANJAR,0
2021-01-01,KABUPATEN PURWAKARTA,5842
2021-01-01,KABUPATEN BANDUNG,15360
2021-01-01,KOTA TASIKMALAYA,1054
2021-01-01,KABUPATEN SUMEDANG,12886
2021-01-01,KABUPATEN SUBANG,23128
2021-01-01,KOTA BEKASI,206
2021-01-01,KABUPATEN INDRAMAYU,8037
2021-01-01,KABUPATEN CIAMIS,6409
2021-01-01,KOTA CIMAHI,16
2021-01-01,KABUPATEN KUNINGAN,15134
2021-01-01,KABUPATEN MAJALENGKA,9950
2021-01-01,KOTA DEPOK,0
2021-01-01,KABUPATEN CIANJUR,31645
2021-01-01,KABUPATEN TASIKMALAYA,40983
2021-01-01,KABUPATEN BANDUNG BARAT,11137
2021-01-01,KABUPATEN CIREBON,8283
2021-01-01,KABUPATEN SUKABUMI,14780
2021-01-01,KABUPATEN BOGOR,13887
2021-01-01,KABUPATEN PANGANDARAN,698
2021-01-01,KOTA SUKABUMI,1281
2021-01-01,KOTA BOGOR,11
2021-02-01,KABUPATEN SUKABUMI,81441
2021-02-01,KABUPATEN PURWAKARTA,8088
2021-02-01,KOTA TASIKMALAYA,7490
2021-02-01,KABUPATEN GARUT,52317
2021-02-01,KABUPATEN SUMEDANG,6995
2021-02-01,KOTA BEKASI,21
2021-02-01,KABUPATEN BANDUNG BARAT,7319
2021-02-01,KOTA CIREBON,35
2021-02-01,KOTA CIMAHI,49
2021-02-01,KABUPATEN KARAWANG,36154
2021-02-01,KABUPATEN SUBANG,10305
2021-02-01,KABUPATEN KUNINGAN,10216
2021-02-01,KABUPATEN BANDUNG,14933
2021-02-01,KABUPATEN TASIKMALAYA,79667
2021-02-01,KABUPATEN CIREBON,4028
2021-02-01,KABUPATEN PANGANDARAN,18421
2021-02-01,KABUPATEN BEKASI,49203
2021-02-01,KABUPATEN MAJALENGKA,7496
2021-02-01,KABUPATEN BOGOR,28820
2021-02-01,KOTA BANDUNG,138
2021-02-01,KOTA DEPOK,88
2021-02-01,KABUPATEN INDRAMAYU,9490
2021-02-01,KABUPATEN CIANJUR,81179
2021-02-01,KOTA SUKABUMI,1021
2021-02-01,KOTA BANJAR,312
2021-02-01,KABUPATEN CIAMIS,27712
2021-02-01,KOTA BOGOR,0
2021-03-01,KOTA BEKASI,320
2021-03-01,KOTA BANJAR,13459
2021-03-01,KABUPATEN SUMEDANG,39261
2021-03-01,KOTA BOGOR,26
2021-03-01,KOTA CIMAHI,16
2021-03-01,KABUPATEN MAJALENGKA,169609
2021-03-01,KABUPATEN BOGOR,54024
2021-03-01,KABUPATEN KUNINGAN,57089
2021-03-01,KOTA DEPOK,52
2021-03-01,KABUPATEN CIREBON,73931
2021-03-01,KABUPATEN CIAMIS,75758
2021-03-01,KABUPATEN INDRAMAYU,165119
2021-03-01,KABUPATEN SUBANG,80715
2021-03-01,KABUPATEN TASIKMALAYA,30558
2021-03-01,KABUPATEN BANDUNG BARAT,30475
2021-03-01,KABUPATEN CIANJUR,108534
2021-03-01,KOTA BANDUNG,544
2021-03-01,KABUPATEN BEKASI,51939
2021-03-01,KABUPATEN PANGANDARAN,49792
2021-03-01,KABUPATEN BANDUNG,25672
2021-03-01,KABUPATEN KARAWANG,63254
2021-03-01,KABUPATEN PURWAKARTA,42714
2021-03-01,KOTA TASIKMALAYA,10314
2021-03-01,KABUPATEN SUKABUMI,124344
2021-03-01,KOTA SUKABUMI,2509
2021-03-01,KOTA CIREBON,79
2021-03-01,KABUPATEN GARUT,70302
2021-04-01,KABUPATEN SUMEDANG,46171
2021-04-01,KOTA DEPOK,16
2021-04-01,KOTA SUKABUMI,699
2021-04-01,KABUPATEN BANDUNG BARAT,12958
2021-04-01,KABUPATEN SUBANG,142802
2021-04-01,KABUPATEN BEKASI,57399
2021-04-01,KOTA CIREBON,395
2021-04-01,KABUPATEN KARAWANG,93511
2021-04-01,KABUPATEN PANGANDARAN,9561
2021-04-01,KOTA BOGOR,0
2021-04-01,KABUPATEN INDRAMAYU,365959
2021-04-01,KABUPATEN PURWAKARTA,11165
2021-04-01,KABUPATEN MAJALENGKA,66079
2021-04-01,KOTA BEKASI,226
2021-04-01,KOTA BANDUNG,1497
2021-04-01,KABUPATEN CIREBON,78006
2021-04-01,KABUPATEN CIAMIS,40100
2021-04-01,KABUPATEN CIANJUR,41260
2021-04-01,KOTA BANJAR,6157
2021-04-01,KOTA CIMAHI,82
2021-04-01,KABUPATEN BANDUNG,53822
2021-04-01,KABUPATEN SUKABUMI,32910
2021-04-01,KABUPATEN KUNINGAN,26490
2021-04-01,KABUPATEN TASIKMALAYA,21477
2021-04-01,KABUPATEN BOGOR,14845
2021-04-01,KOTA TASIKMALAYA,2641
2021-04-01,KABUPATEN GARUT,41249
2021-05-01,KOTA TASIKMALAYA,1043
2021-05-01,KABUPATEN SUBANG,172646
2021-05-01,KABUPATEN GARUT,33671
2021-05-01,KABUPATEN BEKASI,38611
2021-05-01,KOTA BANDUNG,943
2021-05-01,KOTA BEKASI,13
2021-05-01,KABUPATEN KARAWANG,111771
2021-05-01,KABUPATEN BANDUNG,28187
2021-05-01,KABUPATEN SUMEDANG,15643
2021-05-01,KABUPATEN INDRAMAYU,116532
2021-05-01,KABUPATEN TASIKMALAYA,38191
2021-05-01,KOTA DEPOK,0
2021-05-01,KOTA CIMAHI,44
2021-05-01,KOTA CIREBON,65
2021-05-01,KABUPATEN PURWAKARTA,9202
2021-05-01,KABUPATEN KUNINGAN,21602
2021-05-01,KABUPATEN CIAMIS,17088
2021-05-01,KABUPATEN SUKABUMI,19322
2021-05-01,KABUPATEN MAJALENGKA,20313
2021-05-01,KABUPATEN BOGOR,10421
2021-05-01,KABUPATEN PANGANDARAN,583
2021-05-01,KOTA SUKABUMI,536
2021-05-01,KABUPATEN CIREBON,46249
2021-05-01,KABUPATEN BANDUNG BARAT,9917
2021-05-01,KOTA BANJAR,916
2021-05-01,KABUPATEN CIANJUR,41535
2021-05-01,KOTA BOGOR,13
2021-06-01,KABUPATEN GARUT,42912
2021-06-01,KABUPATEN BOGOR,27675
2021-06-01,KOTA BOGOR,19
2021-06-01,KABUPATEN PANGANDARAN,1497
2021-06-01,KOTA BANJAR,187
2021-06-01,KABUPATEN CIANJUR,51564
2021-06-01,KOTA TASIKMALAYA,3053
2021-06-01,KABUPATEN BANDUNG,17533
2021-06-01,KABUPATEN SUKABUMI,54296
2021-06-01,KABUPATEN KARAWANG,171518
2021-06-01,KOTA BANDUNG,280
2021-06-01,KOTA SUKABUMI,1482
2021-06-01,KABUPATEN BANDUNG BARAT,9616
2021-06-01,KABUPATEN BEKASI,94537
2021-06-01,KABUPATEN PURWAKARTA,13690
2021-06-01,KOTA CIREBON,42
2021-06-01,KOTA DEPOK,0
2021-06-01,KABUPATEN MAJALENGKA,27946
2021-06-01,KABUPATEN SUBANG,45135
2021-06-01,KABUPATEN TASIKMALAYA,57579
2021-06-01,KABUPATEN INDRAMAYU,36802
2021-06-01,KABUPATEN CIREBON,25606
2021-06-01,KOTA BEKASI,516
2021-06-01,KABUPATEN KUNINGAN,20793
2021-06-01,KABUPATEN CIAMIS,12949
2021-06-01,KOTA CIMAHI,29
2021-06-01,KABUPATEN SUMEDANG,12599
2021-07-01,KOTA TASIKMALAYA,9124
2021-07-01,KABUPATEN KUNINGAN,61871
2021-07-01,KABUPATEN CIANJUR,78704
2021-07-01,KABUPATEN SUBANG,76552
2021-07-01,KABUPATEN BEKASI,83369
2021-07-01,KABUPATEN CIAMIS,47931
2021-07-01,KABUPATEN MAJALENGKA,129674
2021-07-01,KOTA BEKASI,139
2021-07-01,KOTA SUKABUMI,1734
2021-07-01,KABUPATEN SUKABUMI,75137
2021-07-01,KABUPATEN SUMEDANG,41085
2021-07-01,KOTA BANDUNG,178
2021-07-01,KABUPATEN KARAWANG,150938
2021-07-01,KABUPATEN BANDUNG BARAT,27900
2021-07-01,KOTA CIMAHI,15
2021-07-01,KABUPATEN PANGANDARAN,21993
2021-07-01,KABUPATEN GARUT,52809
2021-07-01,KABUPATEN TASIKMALAYA,35328
2021-07-01,KABUPATEN BANDUNG,21356
2021-07-01,KOTA DEPOK,32
2021-07-01,KOTA BANJAR,5642
2021-07-01,KOTA BOGOR,32
2021-07-01,KABUPATEN INDRAMAYU,110081
2021-07-01,KOTA CIREBON,24
2021-07-01,KABUPATEN PURWAKARTA,36555
2021-07-01,KABUPATEN BOGOR,43124
2021-07-01,KABUPATEN CIREBON,56229
2021-08-01,KOTA SUKABUMI,1590
2021-08-01,KOTA DEPOK,0
2021-08-01,KABUPATEN BANDUNG BARAT,8000
2021-08-01,KOTA BANJAR,1598
2021-08-01,KABUPATEN CIAMIS,32351
2021-08-01,KABUPATEN PANGANDARAN,25559
2021-08-01,KABUPATEN KUNINGAN,15810
2021-08-01,KABUPATEN CIREBON,38864
2021-08-01,KABUPATEN BOGOR,22087
2021-08-01,KABUPATEN BEKASI,12477
2021-08-01,KOTA BANDUNG,449
2021-08-01,KABUPATEN GARUT,32383
2021-08-01,KOTA CIMAHI,0
2021-08-01,KOTA CIREBON,397
2021-08-01,KABUPATEN INDRAMAYU,140650
2021-08-01,KABUPATEN PURWAKARTA,13298
2021-08-01,KABUPATEN BANDUNG,24320
2021-08-01,KABUPATEN MAJALENGKA,50838
2021-08-01,KABUPATEN TASIKMALAYA,17107
2021-08-01,KABUPATEN KARAWANG,38803
2021-08-01,KOTA BOGOR,13
2021-08-01,KOTA TASIKMALAYA,4045
2021-08-01,KABUPATEN CIANJUR,49301
2021-08-01,KABUPATEN SUBANG,61070
2021-08-01,KOTA BEKASI,447
2021-08-01,KABUPATEN SUKABUMI,26103
2021-08-01,KABUPATEN SUMEDANG,24135
2021-09-01,KOTA TASIKMALAYA,2533
2021-09-01,KOTA BANDUNG,868
2021-09-01,KOTA DEPOK,14
2021-09-01,KOTA BANJAR,1348
2021-09-01,KOTA CIREBON,0
2021-09-01,KOTA SUKABUMI,166
2021-09-01,KOTA CIMAHI,35
2021-09-01,KOTA BEKASI,138
2021-09-01,KOTA BOGOR,13
2021-09-01,KABUPATEN BEKASI,28088
2021-09-01,KABUPATEN CIAMIS,18307
2021-09-01,KABUPATEN CIREBON,46023
2021-09-01,KABUPATEN INDRAMAYU,215652
2021-09-01,KABUPATEN TASIKMALAYA,15774
2021-09-01,KABUPATEN GARUT,16531
2021-09-01,KABUPATEN MAJALENGKA,11844
